wn,T
3.110000e+03,1.385012e-01
3.120000e+03,2.959172e-01
3.130000e+03,1.736051e-01
3.140000e+03,9.998462e-02
3.150000e+03,1.137991e-01
3.160000e+03,2.453030e-01
3.170000e+03,3.301795e-01
3.180000e+03,1.755433e-01
3.190000e+03,1.650008e-01
3.200000e+03,2.826515e-01
3.210000e+03,5.961445e-01
3.220000e+03,4.751459e-01
3.230000e+03,3.495813e-01
3.240000e+03,4.377096e-01
3.250000e+03,8.614580e-01
3.260000e+03,1.155953e+00
3.270000e+03,8.968103e-01
3.280000e+03,8.044028e-01
3.290000e+03,9.370649e-01
3.300000e+03,1.218153e+00
3.310000e+03,1.409446e+00
3.320000e+03,1.109746e+00
3.330000e+03,7.466737e-01
3.340000e+03,7.697931e-01
3.350000e+03,1.123622e+00
3.360000e+03,1.180230e+00
3.370000e+03,7.007549e-01
3.380000e+03,5.308785e-01
3.390000e+03,6.044825e-01
3.400000e+03,1.033740e+00
3.410000e+03,7.792799e-01
3.420000e+03,4.748693e-01
3.430000e+03,4.877445e-01
3.440000e+03,8.170592e-01
3.450000e+03,1.067543e+00
3.460000e+03,7.115727e-01
3.470000e+03,6.001600e-01
3.480000e+03,7.679125e-01
3.490000e+03,1.169758e+00
3.500000e+03,1.179500e+00
3.510000e+03,9.332756e-01
3.520000e+03,8.636983e-01
3.530000e+03,1.157101e+00
3.540000e+03,1.550482e+00
3.550000e+03,1.538442e+00
3.560000e+03,1.189706e+00
3.570000e+03,9.954247e-01
3.580000e+03,1.146775e+00
3.590000e+03,1.580048e+00
3.600000e+03,1.606420e+00
3.610000e+03,1.192132e+00
3.620000e+03,9.851003e-01
3.630000e+03,1.329266e+00
3.640000e+03,1.839201e+00
3.650000e+03,1.323490e+00
3.660000e+03,8.672996e-01
3.670000e+03,1.140341e+00
3.680000e+03,2.088823e+00
3.690000e+03,1.697680e+00
3.700000e+03,1.074583e+00
3.710000e+03,8.936892e-01
3.720000e+03,1.011115e+00
3.730000e+03,1.463257e+00
3.740000e+03,1.376244e+00
3.750000e+03,1.211333e+00
3.760000e+03,1.163552e+00
3.770000e+03,1.449575e+00
3.780000e+03,1.689727e+00
3.790000e+03,1.428439e+00
3.800000e+03,1.088708e+00
3.810000e+03,1.106489e+00
3.820000e+03,1.361499e+00
3.830000e+03,2.041744e+00
3.840000e+03,1.723195e+00
3.850000e+03,1.240790e+00
3.860000e+03,1.348698e+00
3.870000e+03,1.774822e+00
3.880000e+03,2.240077e+00
3.890000e+03,1.402379e+00
3.900000e+03,1.090710e+00
3.910000e+03,1.275013e+00
3.920000e+03,1.950753e+00
3.930000e+03,1.947423e+00
3.940000e+03,1.431071e+00
3.950000e+03,1.290182e+00
3.960000e+03,1.521079e+00
3.970000e+03,1.965314e+00
3.980000e+03,1.897246e+00
3.990000e+03,1.372130e+00
4.000000e+03,1.158293e+00
4.010000e+03,1.322700e+00
4.020000e+03,1.810231e+00
4.030000e+03,1.478544e+00
4.040000e+03,1.005173e+00
4.050000e+03,9.712715e-01
4.060000e+03,1.405313e+00
4.070000e+03,1.715828e+00
4.080000e+03,1.230100e+00
4.090000e+03,9.846269e-01
4.100000e+03,1.018841e+00
4.110000e+03,1.561109e+00
4.120000e+03,1.652191e+00
4.130000e+03,1.165958e+00
4.140000e+03,1.054937e+00
4.150000e+03,1.224860e+00
4.160000e+03,1.677901e+00
4.170000e+03,1.662622e+00
4.180000e+03,1.159174e+00
4.190000e+03,9.870354e-01
4.200000e+03,1.297385e+00
4.210000e+03,1.793730e+00
4.220000e+03,1.561675e+00
4.230000e+03,9.901530e-01
4.240000e+03,8.493865e-01
4.250000e+03,1.270234e+00
4.260000e+03,1.684193e+00
4.270000e+03,1.045587e+00
4.280000e+03,7.479077e-01
4.290000e+03,8.858837e-01
4.300000e+03,1.416088e+00
4.310000e+03,1.317354e+00
4.320000e+03,8.171503e-01
4.330000e+03,7.484926e-01
4.340000e+03,1.038290e+00
4.350000e+03,1.368277e+00
4.360000e+03,1.139542e+00
4.370000e+03,8.582738e-01
4.380000e+03,8.227466e-01
4.390000e+03,1.061277e+00
4.400000e+03,1.287492e+00
4.410000e+03,1.067543e+00
4.420000e+03,8.071500e-01
4.430000e+03,7.295551e-01
4.440000e+03,9.309019e-01
4.450000e+03,1.236842e+00
4.460000e+03,8.248033e-01
4.470000e+03,5.408382e-01
4.480000e+03,6.288830e-01
4.490000e+03,1.016408e+00
4.500000e+03,9.843275e-01
4.510000e+03,5.421192e-01
4.520000e+03,4.341391e-01
4.530000e+03,6.628542e-01
4.540000e+03,1.001845e+00
4.550000e+03,6.551332e-01
4.560000e+03,4.602357e-01
4.570000e+03,5.177148e-01
4.580000e+03,7.800066e-01
4.590000e+03,8.114207e-01
4.600000e+03,5.557914e-01
4.610000e+03,4.550073e-01
4.620000e+03,4.731663e-01
4.630000e+03,6.326999e-01
4.640000e+03,5.546770e-01
4.650000e+03,3.564251e-01
4.660000e+03,2.475427e-01
4.670000e+03,2.823722e-01
4.680000e+03,3.681921e-01
4.690000e+03,2.785139e-01
4.700000e+03,1.475640e-01
4.710000e+03,1.222156e-01
4.720000e+03,1.694955e-01
4.730000e+03,1.936339e-01
4.740000e+03,9.220828e-02
4.750000e+03,6.104724e-02
4.760000e+03,7.520502e-02
4.770000e+03,1.254514e-01
4.780000e+03,7.831381e-02
4.790000e+03,4.383628e-02
4.800000e+03,4.535854e-02
4.810000e+03,8.145627e-02
4.820000e+03,8.771787e-02
4.830000e+03,4.675877e-02
4.840000e+03,3.962595e-02
4.850000e+03,6.666139e-02
4.860000e+03,1.122896e-01
4.870000e+03,6.866468e-02
4.880000e+03,5.363233e-02
4.890000e+03,7.718416e-02
4.900000e+03,1.502179e-01
4.910000e+03,1.387884e-01
4.920000e+03,9.507713e-02
4.930000e+03,1.191509e-01
4.940000e+03,2.284617e-01
4.950000e+03,2.736486e-01
4.960000e+03,1.898251e-01
4.970000e+03,1.774452e-01
4.980000e+03,2.213465e-01
4.990000e+03,3.077079e-01
5.000000e+03,1.949822e-01
5.010000e+03,1.155874e-01
5.020000e+03,1.154897e-01
5.030000e+03,1.818515e-01
5.040000e+03,1.518979e-01
5.050000e+03,7.972210e-02
5.060000e+03,6.873808e-02
5.070000e+03,1.074710e-01
5.080000e+03,1.639622e-01
5.090000e+03,8.685221e-02
5.100000e+03,6.388321e-02
5.110000e+03,8.749203e-02
5.120000e+03,1.618656e-01
5.130000e+03,1.292023e-01
5.140000e+03,8.301140e-02
5.150000e+03,8.886889e-02
5.160000e+03,1.775243e-01
5.170000e+03,2.334316e-01
5.180000e+03,1.457652e-01
5.190000e+03,1.308158e-01
5.200000e+03,1.675339e-01
5.210000e+03,2.713859e-01
5.220000e+03,2.461012e-01
5.230000e+03,1.552664e-01
5.240000e+03,1.574683e-01
5.250000e+03,2.373449e-01
5.260000e+03,3.130883e-01
5.270000e+03,2.537362e-01
5.280000e+03,1.904352e-01
5.290000e+03,1.838543e-01
5.300000e+03,2.609633e-01
5.310000e+03,3.118098e-01
5.320000e+03,2.083466e-01
5.330000e+03,1.715938e-01
5.340000e+03,2.299817e-01
5.350000e+03,3.708582e-01
5.360000e+03,3.221347e-01
5.370000e+03,1.704774e-01
5.380000e+03,1.641644e-01
5.390000e+03,2.514972e-01
5.400000e+03,3.370571e-01
5.410000e+03,2.249121e-01
5.420000e+03,1.754601e-01
5.430000e+03,2.016810e-01
5.440000e+03,3.346683e-01
5.450000e+03,3.240600e-01
5.460000e+03,2.181888e-01
5.470000e+03,2.013239e-01
5.480000e+03,2.714203e-01
5.490000e+03,3.576718e-01
5.500000e+03,3.138054e-01
5.510000e+03,2.197382e-01
5.520000e+03,2.078186e-01
5.530000e+03,2.668714e-01
5.540000e+03,3.407224e-01
5.550000e+03,2.625759e-01
5.560000e+03,1.896550e-01
5.570000e+03,1.974980e-01
5.580000e+03,2.911579e-01
5.590000e+03,3.220393e-01
5.600000e+03,2.199087e-01
5.610000e+03,1.946302e-01
5.620000e+03,2.547054e-01
5.630000e+03,3.890004e-01
5.640000e+03,3.070316e-01
5.650000e+03,2.250749e-01
5.660000e+03,2.365912e-01
5.670000e+03,3.547095e-01
5.680000e+03,4.429689e-01
5.690000e+03,3.149710e-01
5.700000e+03,2.635792e-01
5.710000e+03,3.345710e-01
5.720000e+03,4.627741e-01
5.730000e+03,4.478103e-01
5.740000e+03,3.341998e-01
5.750000e+03,3.027555e-01
5.760000e+03,3.920811e-01
5.770000e+03,5.095580e-01
5.780000e+03,4.479874e-01
5.790000e+03,3.530474e-01
5.800000e+03,3.390076e-01
5.810000e+03,4.494227e-01
5.820000e+03,5.947202e-01
5.830000e+03,4.461981e-01
5.840000e+03,3.464363e-01
5.850000e+03,4.177987e-01
5.860000e+03,6.109881e-01
5.870000e+03,6.506208e-01
5.880000e+03,4.680820e-01
5.890000e+03,4.368573e-01
5.900000e+03,6.389458e-01
5.910000e+03,8.260127e-01
5.920000e+03,7.137450e-01
5.930000e+03,6.311812e-01
5.940000e+03,6.194164e-01
5.950000e+03,7.831731e-01
5.960000e+03,1.005498e+00
5.970000e+03,7.795579e-01
5.980000e+03,5.855977e-01
5.990000e+03,6.999325e-01
