ZnSe,1.0,0.414,1
BaF2,1.0,0.689,1
ZnSe,1.0,0.414,1
BaF2,1.0,0.689,1
ZnSe,1.0,0.414,1
BaF2,1.0,0.689,1
ZnSe,1.0,0.818,1
BaF2,1.0,0.689,1
ZnSe,1.0,0.414,1
BaF2,1.0,0.689,1
ZnSe,1.0,0.414,1
BaF2,1.0,0.689,1
ZnSe,1.0,0.414,1
Si,1.0,8.0,1
