ZnSe,1.0,0.417,1
ZnS,1.0,0.1,1
BaF2,1.0,0.689,1
ZnS,1.0,0.1,1
ZnSe,1.0,0.417,1
ZnS,1.0,0.1,1
BaF2,1.0,0.689,1
ZnS,1.0,0.1,1
ZnSe,1.0,0.417,1
ZnS,1.0,0.1,1
BaF2,1.0,0.689,1
ZnS,1.0,0.1,1
ZnSe,1.0,0.417,1
ZnS,1.0,0.1,1
BaF2,1.0,0.689,1
ZnS,1.0,0.1,1
ZnSe,1.0,0.689,1
